date,scenario,installer,detail,score
2017-10-01 06:48,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:48,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:50,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:48,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:50,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:48,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:50,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:48,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:50,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:48,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:50,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:52,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:50,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:52,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:50,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:52,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:50,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:52,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:50,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:52,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:52,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:54,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:52,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:54,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:52,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:52,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:54,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:54,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:54,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-02 02:32,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-02 02:32,os-odl-sfc-noha,compass,8/30,27.0
2017-10-02 02:32,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-02 02:32,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-02 02:32,os-odl-sfc-ha,compass,7/30,23.0
2017-10-02 02:32,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-02 02:32,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-02 02:32,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-02 02:32,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-03 02:32,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-03 02:32,os-odl-sfc-noha,compass,8/30,27.0
2017-10-03 02:32,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-03 02:32,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-03 02:32,os-odl-sfc-ha,compass,7/30,23.0
2017-10-03 02:32,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-03 02:32,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-03 02:32,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-03 02:32,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-09 06:45,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-09 06:45,os-odl-sfc-noha,compass,8/10,80.0
2017-10-09 06:45,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-09 06:45,os-nosdn-kvm-ha,compass,6/9,67.0
2017-10-09 06:45,os-odl-sfc-ha,compass,7/10,70.0
2017-10-09 06:45,os-nosdn-nofeature-noha,compass,6/9,67.0
2017-10-09 06:45,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-09 06:45,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-09 06:45,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-09 09:08,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-09 09:08,os-odl-sfc-noha,compass,8/10,80.0
2017-10-09 09:08,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-09 09:08,os-nosdn-kvm-ha,compass,6/9,67.0
2017-10-09 09:08,os-odl-sfc-ha,compass,7/10,70.0
2017-10-09 09:08,os-nosdn-nofeature-noha,compass,6/9,67.0
2017-10-09 09:08,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-09 09:08,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-09 09:08,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-10 02:32,os-odl-sfc-noha,compass,8/10,80.0
2017-10-10 02:32,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-10 02:32,os-nosdn-kvm-ha,compass,7/9,78.0
2017-10-10 02:32,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-10 02:32,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-odl_l3-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-nosdn-kvm-ha,compass,7/9,78.0
2017-10-11 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-11 02:32,os-odl-sfc-noha,compass,7/10,70.0
2017-10-11 02:32,os-odl_l3-nofeature-ha,compass,6/9,67.0
2017-10-11 02:32,os-nosdn-kvm-ha,compass,13/18,72.0
2017-10-11 02:32,os-odl-sfc-ha,compass,6/10,60.0
2017-10-11 02:32,os-nosdn-nofeature-noha,compass,7/9,78.0
2017-10-11 02:32,os-nosdn-ovs_dpdk-ha,compass,1/9,11.0
2017-10-11 02:32,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-11 02:32,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-12 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-12 02:32,os-odl-sfc-noha,compass,8/10,80.0
2017-10-12 02:32,os-odl_l2-moon-noha,compass,7/10,70.0
2017-10-12 02:32,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-12 02:32,os-nosdn-kvm-ha,compass,14/18,78.0
2017-10-12 02:32,os-odl-sfc-ha,compass,15/20,75.0
2017-10-12 02:32,os-nosdn-nofeature-noha,compass,7/9,78.0
2017-10-12 02:32,os-nosdn-ovs_dpdk-ha,compass,1/9,11.0
2017-10-12 02:32,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-12 02:32,os-odl_l3-nofeature-noha,compass,7/9,78.0
2017-10-12 02:32,os-odl_l2-moon-ha,compass,14/20,70.0
2017-10-12 02:32,os-nosdn-nofeature-ha,compass,13/18,72.0
2017-10-13 02:32,os-nosdn-kvm-noha,compass,14/18,78.0
2017-10-13 02:32,os-odl-sfc-noha,compass,16/20,80.0
2017-10-13 02:32,os-odl_l2-moon-noha,compass,14/20,70.0
2017-10-13 02:32,os-odl_l3-nofeature-ha,compass,13/18,72.0
2017-10-13 02:32,os-nosdn-kvm-ha,compass,14/18,78.0
2017-10-13 02:32,os-odl-sfc-ha,compass,15/20,75.0
2017-10-13 02:32,os-nosdn-nofeature-noha,compass,14/18,78.0
2017-10-13 02:32,os-nosdn-ovs_dpdk-ha,compass,2/18,11.0
2017-10-13 02:32,os-nosdn-ovs_dpdk-noha,compass,2/18,11.0
2017-10-13 02:32,os-odl_l3-nofeature-noha,compass,7/9,78.0
2017-10-13 02:32,os-odl_l2-moon-ha,compass,14/20,70.0
2017-10-13 02:32,os-nosdn-nofeature-ha,compass,20/27,74.0
2017-10-20 07:42,os-nosdn-kvm-noha,compass,26/27,96.0
2017-10-20 07:42,os-odl-sfc-noha,compass,20/30,67.0
2017-10-20 07:42,os-odl_l2-moon-noha,compass,24/30,80.0
2017-10-20 07:42,os-odl_l3-nofeature-ha,compass,21/27,78.0
2017-10-20 07:42,os-nosdn-kvm-ha,compass,26/27,96.0
2017-10-20 07:42,os-odl-sfc-ha,compass,25/30,83.0
2017-10-20 07:42,os-nosdn-nofeature-noha,compass,26/27,96.0
2017-10-20 07:42,os-nosdn-ovs_dpdk-ha,compass,2/18,11.0
2017-10-20 07:42,os-nosdn-ovs_dpdk-noha,compass,3/27,11.0
2017-10-20 07:42,os-odl_l3-nofeature-noha,compass,14/18,78.0
2017-10-20 07:42,os-odl_l2-moon-ha,compass,26/30,87.0
2017-10-20 07:42,os-nosdn-nofeature-ha,compass,24/27,89.0
date,scenario,installer,detail,score
2017-09-30 10:07,os-nosdn-kvm-noha,compass,7/27,26.0
2017-09-30 10:07,os-odl-sfc-noha,compass,8/30,27.0
2017-09-30 10:07,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-09-30 10:07,os-nosdn-kvm-ha,compass,6/27,22.0
2017-09-30 10:07,os-odl-sfc-ha,compass,7/30,23.0
2017-09-30 10:07,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-09-30 10:07,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-09-30 10:07,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:48,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:48,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:48,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:48,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:48,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:50,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:48,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:50,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:48,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:50,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:48,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:50,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:48,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:50,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:52,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:50,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:52,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:50,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:52,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:50,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:52,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:50,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:52,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-01 06:52,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:54,os-odl-sfc-noha,compass,8/30,27.0
2017-10-01 06:52,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:54,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-01 06:52,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-01 06:52,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-01 06:54,os-odl-sfc-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-01 06:54,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-01 06:54,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-01 06:54,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-02 02:32,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-02 02:32,os-odl-sfc-noha,compass,8/30,27.0
2017-10-02 02:32,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-02 02:32,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-02 02:32,os-odl-sfc-ha,compass,7/30,23.0
2017-10-02 02:32,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-02 02:32,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-02 02:32,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-02 02:32,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-03 02:32,os-nosdn-kvm-noha,compass,7/27,26.0
2017-10-03 02:32,os-odl-sfc-noha,compass,8/30,27.0
2017-10-03 02:32,os-odl_l3-nofeature-ha,compass,12/27,44.0
2017-10-03 02:32,os-nosdn-kvm-ha,compass,6/27,22.0
2017-10-03 02:32,os-odl-sfc-ha,compass,7/30,23.0
2017-10-03 02:32,os-nosdn-nofeature-noha,compass,6/27,22.0
2017-10-03 02:32,os-nosdn-ovs_dpdk-noha,compass,1/27,4.0
2017-10-03 02:32,os-odl_l2-moon-ha,compass,7/30,23.0
2017-10-03 02:32,os-nosdn-nofeature-ha,compass,6/27,22.0
2017-10-09 06:45,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-09 06:45,os-odl-sfc-noha,compass,8/10,80.0
2017-10-09 06:45,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-09 06:45,os-nosdn-kvm-ha,compass,6/9,67.0
2017-10-09 06:45,os-odl-sfc-ha,compass,7/10,70.0
2017-10-09 06:45,os-nosdn-nofeature-noha,compass,6/9,67.0
2017-10-09 06:45,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-09 06:45,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-09 06:45,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-09 09:08,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-09 09:08,os-odl-sfc-noha,compass,8/10,80.0
2017-10-09 09:08,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-09 09:08,os-nosdn-kvm-ha,compass,6/9,67.0
2017-10-09 09:08,os-odl-sfc-ha,compass,7/10,70.0
2017-10-09 09:08,os-nosdn-nofeature-noha,compass,6/9,67.0
2017-10-09 09:08,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-09 09:08,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-09 09:08,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-10 02:32,os-odl-sfc-noha,compass,8/10,80.0
2017-10-10 02:32,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-10 02:32,os-nosdn-kvm-ha,compass,7/9,78.0
2017-10-10 02:32,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-10 02:32,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-odl_l3-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-nosdn-nofeature-ha,compass,6/9,67.0
2017-10-10 06:10,os-nosdn-kvm-ha,compass,7/9,78.0
2017-10-11 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-11 02:32,os-odl-sfc-noha,compass,7/10,70.0
2017-10-11 02:32,os-odl_l3-nofeature-ha,compass,6/9,67.0
2017-10-11 02:32,os-nosdn-kvm-ha,compass,13/18,72.0
2017-10-11 02:32,os-odl-sfc-ha,compass,6/10,60.0
2017-10-11 02:32,os-nosdn-nofeature-noha,compass,7/9,78.0
2017-10-11 02:32,os-nosdn-ovs_dpdk-ha,compass,1/9,11.0
2017-10-11 02:32,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-11 02:32,os-odl_l2-moon-ha,compass,7/10,70.0
2017-10-12 02:32,os-nosdn-kvm-noha,compass,7/9,78.0
2017-10-12 02:32,os-odl-sfc-noha,compass,8/10,80.0
2017-10-12 02:32,os-odl_l2-moon-noha,compass,7/10,70.0
2017-10-12 02:32,os-odl_l3-nofeature-ha,compass,12/18,67.0
2017-10-12 02:32,os-nosdn-kvm-ha,compass,14/18,78.0
2017-10-12 02:32,os-odl-sfc-ha,compass,15/20,75.0
2017-10-12 02:32,os-nosdn-nofeature-noha,compass,7/9,78.0
2017-10-12 02:32,os-nosdn-ovs_dpdk-ha,compass,1/9,11.0
2017-10-12 02:32,os-nosdn-ovs_dpdk-noha,compass,1/9,11.0
2017-10-12 02:32,os-odl_l3-nofeature-noha,compass,7/9,78.0
2017-10-12 02:32,os-odl_l2-moon-ha,compass,14/20,70.0
2017-10-12 02:32,os-nosdn-nofeature-ha,compass,13/18,72.0
2017-10-13 02:32,os-nosdn-kvm-noha,compass,14/18,78.0
2017-10-13 02:32,os-odl-sfc-noha,compass,16/20,80.0
2017-10-13 02:32,os-odl_l2-moon-noha,compass,14/20,70.0
2017-10-13 02:32,os-odl_l3-nofeature-ha,compass,13/18,72.0
2017-10-13 02:32,os-nosdn-kvm-ha,compass,14/18,78.0
2017-10-13 02:32,os-odl-sfc-ha,compass,15/20,75.0
2017-10-13 02:32,os-nosdn-nofeature-noha,compass,14/18,78.0
2017-10-13 02:32,os-nosdn-ovs_dpdk-ha,compass,2/18,11.0
2017-10-13 02:32,os-nosdn-ovs_dpdk-noha,compass,2/18,11.0
2017-10-13 02:32,os-odl_l3-nofeature-noha,compass,7/9,78.0
2017-10-13 02:32,os-odl_l2-moon-ha,compass,14/20,70.0
2017-10-13 02:32,os-nosdn-nofeature-ha,compass,20/27,74.0
2017-10-20 07:42,os-nosdn-kvm-noha,compass,26/27,96.0
2017-10-20 07:42,os-odl-sfc-noha,compass,20/30,67.0
2017-10-20 07:42,os-odl_l2-moon-noha,compass,24/30,80.0
2017-10-20 07:42,os-odl_l3-nofeature-ha,compass,21/27,78.0
2017-10-20 07:42,os-nosdn-kvm-ha,compass,26/27,96.0
2017-10-20 07:42,os-odl-sfc-ha,compass,25/30,83.0
2017-10-20 07:42,os-nosdn-nofeature-noha,compass,26/27,96.0
2017-10-20 07:42,os-nosdn-ovs_dpdk-ha,compass,2/18,11.0
2017-10-20 07:42,os-nosdn-ovs_dpdk-noha,compass,3/27,11.0
2017-10-20 07:42,os-odl_l3-nofeature-noha,compass,14/18,78.0
2017-10-20 07:42,os-odl_l2-moon-ha,compass,26/30,87.0
2017-10-20 07:42,os-nosdn-nofeature-ha,compass,24/27,89.0
2017-10-20 08:41,os-nosdn-kvm-noha,compass,26/27,96.0
2017-10-20 08:41,os-odl-sfc-noha,compass,20/30,67.0
2017-10-20 08:41,os-odl_l2-moon-noha,compass,24/30,80.0
2017-10-20 08:41,os-odl_l3-nofeature-ha,compass,21/27,78.0
2017-10-20 08:41,os-nosdn-kvm-ha,compass,26/27,96.0
2017-10-20 08:41,os-odl-sfc-ha,compass,26/30,87.0
2017-10-20 08:41,os-nosdn-nofeature-noha,compass,26/27,96.0
2017-10-20 08:41,os-nosdn-ovs_dpdk-ha,compass,2/18,11.0
2017-10-20 08:41,os-nosdn-ovs_dpdk-noha,compass,3/27,11.0
2017-10-20 08:41,os-odl_l3-nofeature-noha,compass,14/18,78.0
2017-10-20 08:41,os-odl_l2-moon-ha,compass,26/30,87.0
2017-10-20 08:41,os-nosdn-nofeature-ha,compass,24/27,89.0
